No,Date,Type,Departure time,Travel time
067222,2001-10-14,скорый,21:33:00,10:05:00
089690,2013-01-27,товарный,22:21:00,07:39:00
195833,2011-05-13,пассажирский,19:49:00,21:34:00
999220,2018-04-21,пассажирский,07:09:00,12:59:00
587852,2014-11-02,товарный,03:39:00,15:22:00
526961,2009-03-01,пассажирский,04:42:00,16:59:00
259268,2016-05-09,товарный,21:04:00,22:55:00
837819,2011-07-18,пассажирский,08:19:00,23:59:00
899783,2024-11-28,скорый,00:22:00,11:22:00
123744,2004-02-10,скорый,10:32:00,07:31:00
070139,2020-04-03,пассажирский,10:08:00,19:51:00
389567,2009-02-28,пассажирский,21:06:00,15:52:00
560540,2003-05-30,товарный,15:11:00,15:04:00
615414,2016-05-01,скорый,13:07:00,19:37:00
788689,2024-06-16,скорый,07:21:00,16:21:00
176715,2022-09-29,скорый,07:28:00,07:23:00
962344,2004-04-08,товарный,18:35:00,11:25:00
347690,2008-01-18,скорый,20:51:00,17:19:00
237894,2000-10-22,пассажирский,05:48:00,04:50:00
878944,2024-03-12,товарный,04:04:00,20:20:00
376455,2005-04-28,скорый,06:59:00,01:43:00
755861,2002-04-09,пассажирский,00:28:00,18:29:00
337358,2008-04-12,пассажирский,14:48:00,09:52:00
495806,2005-08-13,скорый,21:40:00,03:27:00
225842,2009-12-19,товарный,13:31:00,18:59:00
921361,2020-07-13,скорый,13:34:00,14:51:00
982608,2011-08-05,товарный,21:43:00,13:41:00
746586,2017-05-08,пассажирский,12:13:00,12:48:00
053519,2007-01-20,товарный,21:07:00,20:10:00
161831,2023-11-02,товарный,03:18:00,10:51:00
656962,2010-09-13,товарный,15:27:00,19:13:00
869161,2022-04-27,товарный,00:53:00,02:02:00
232022,2021-11-27,товарный,15:36:00,23:51:00
513645,2011-07-19,пассажирский,20:57:00,06:54:00
458468,2019-06-04,скорый,02:23:00,19:21:00
567942,2012-08-20,пассажирский,10:23:00,23:24:00
814106,2005-09-09,пассажирский,01:17:00,15:52:00
