No,Date,Type,Departure time,Travel time
325272,2005-03-28,скорый,10:56:00,10:16:00
651922,2020-12-24,пассажирский,19:16:00,17:25:00
295299,2024-06-13,скорый,06:49:00,12:45:00
526129,2023-10-04,товарный,19:46:00,21:38:00
148435,2023-07-30,скорый,17:31:00,07:15:00
078070,2000-11-09,товарный,12:29:00,23:33:00
923111,2019-02-07,скорый,09:43:00,13:31:00
561139,2002-09-09,товарный,06:43:00,19:28:00
783958,2017-12-02,пассажирский,05:50:00,15:30:00
122870,2014-08-29,пассажирский,19:15:00,12:43:00
100559,2002-01-15,пассажирский,06:49:00,19:05:00
825214,2018-08-27,скорый,03:12:00,13:31:00
291649,2008-06-09,пассажирский,20:29:00,17:32:00
612644,2001-12-23,скорый,06:57:00,12:08:00
752907,2009-10-17,товарный,15:15:00,16:05:00
272209,2008-04-06,скорый,04:17:00,20:17:00
260945,2018-03-31,пассажирский,01:21:00,09:29:00
826311,2002-07-21,пассажирский,05:06:00,01:42:00
502856,2016-02-17,скорый,10:04:00,06:43:00
154930,2016-01-19,скорый,04:40:00,18:55:00
569249,2021-11-20,пассажирский,06:31:00,00:39:00
865633,2017-04-19,товарный,22:12:00,08:10:00
859425,2014-05-01,товарный,12:03:00,11:29:00
530945,2009-09-29,скорый,10:41:00,15:52:00
913323,2000-08-18,скорый,05:48:00,03:00:00
578076,2023-05-08,пассажирский,21:00:00,10:12:00
501593,2024-04-25,товарный,19:14:00,09:17:00
348800,2002-12-01,скорый,18:05:00,21:34:00
136706,2014-10-08,скорый,16:18:00,13:27:00
123231,2000-10-29,пассажирский,13:04:00,09:38:00
528459,2000-12-05,пассажирский,18:13:00,22:31:00
739682,2002-04-16,скорый,06:00:00,21:19:00
954498,2017-03-16,товарный,13:09:00,15:04:00
564631,2020-11-01,пассажирский,15:56:00,06:32:00
156248,2022-04-14,скорый,11:59:00,12:36:00
200867,2023-09-01,скорый,19:05:00,10:04:00
093116,2009-08-14,товарный,18:07:00,02:15:00
193966,2019-11-28,пассажирский,07:31:00,03:26:00
880558,2009-10-13,скорый,13:35:00,07:07:00
956377,2003-03-06,скорый,19:15:00,15:58:00
176813,2015-02-02,товарный,07:33:00,09:57:00
365217,2007-06-21,пассажирский,10:49:00,09:21:00
860132,2023-09-08,пассажирский,04:45:00,04:05:00
855132,2016-11-25,товарный,14:05:00,17:25:00
845277,2021-01-01,товарный,19:11:00,06:31:00
738815,2015-09-25,скорый,02:07:00,04:10:00
672068,2022-12-24,скорый,21:00:00,00:11:00
486984,2023-07-15,товарный,00:54:00,10:37:00
046452,2003-08-08,товарный,15:53:00,04:47:00
534072,2010-11-25,пассажирский,00:23:00,13:02:00
838405,2014-08-30,товарный,00:00:00,10:08:00
199779,2002-06-10,товарный,00:46:00,18:37:00
862396,2000-02-14,скорый,02:50:00,14:14:00
341973,2013-04-17,пассажирский,00:08:00,12:04:00
701478,2018-07-07,товарный,14:24:00,15:31:00
017618,2008-07-21,товарный,20:51:00,03:13:00
526251,2021-03-29,товарный,07:33:00,01:07:00
034567,2008-01-26,пассажирский,23:55:00,22:37:00
466789,2016-05-31,пассажирский,20:00:00,11:19:00
262708,2024-02-27,товарный,20:11:00,08:01:00
911708,2005-05-31,пассажирский,14:07:00,15:46:00
446029,2005-12-07,пассажирский,03:19:00,23:20:00
380419,2010-06-13,скорый,22:48:00,04:57:00
020895,2020-08-22,скорый,01:14:00,17:43:00
845827,2005-06-12,скорый,15:53:00,03:33:00
113789,2024-09-08,пассажирский,20:47:00,03:35:00
927983,2010-12-10,товарный,02:39:00,15:27:00
223706,2021-10-02,пассажирский,06:59:00,07:58:00
138639,2023-11-30,скорый,15:53:00,02:20:00
000394,2022-09-01,скорый,10:51:00,02:25:00
056683,2017-10-11,товарный,21:37:00,15:16:00
430744,2005-10-11,пассажирский,10:06:00,23:13:00
830143,2017-04-09,скорый,08:35:00,06:40:00
302341,2024-04-25,пассажирский,14:04:00,02:57:00
237734,2002-11-02,товарный,16:13:00,22:44:00
658596,2005-10-24,скорый,14:44:00,16:25:00
630196,2021-08-12,пассажирский,19:37:00,20:40:00
346535,2017-04-06,пассажирский,20:45:00,11:18:00
457057,2016-01-26,товарный,11:36:00,01:22:00
762090,2002-05-07,товарный,21:57:00,03:50:00
943857,2010-11-21,товарный,09:47:00,08:41:00
337288,2000-12-22,скорый,10:41:00,21:26:00
148088,2024-05-13,скорый,10:56:00,02:13:00
556822,2021-12-07,скорый,20:57:00,10:09:00
718982,2015-12-09,пассажирский,23:30:00,13:56:00
706670,2016-03-17,товарный,09:56:00,10:53:00
996917,2021-07-26,скорый,08:11:00,13:09:00
479037,2014-01-14,товарный,05:01:00,00:22:00
805349,2018-07-07,пассажирский,07:07:00,04:54:00
747934,2003-03-13,пассажирский,05:45:00,13:43:00
249168,2001-09-11,пассажирский,04:30:00,21:55:00
970065,2020-06-11,скорый,06:16:00,12:08:00
630944,2006-01-13,пассажирский,16:44:00,15:46:00
