No,Date,Type,Departure time,Travel time
893605,2020-05-20,скорый,23:32:00,16:47:00
980770,2001-02-06,пассажирский,00:49:00,03:58:00
474050,2007-04-29,скорый,17:04:00,13:12:00
558995,2014-05-06,пассажирский,00:02:00,14:21:00
838138,2013-10-12,скорый,04:27:00,05:11:00
447020,2020-10-24,пассажирский,06:16:00,00:49:00
135919,2009-12-23,скорый,01:27:00,02:46:00
130055,2012-08-15,товарный,14:27:00,17:29:00
679722,2022-06-23,пассажирский,05:58:00,17:54:00
921612,2016-03-12,товарный,18:03:00,06:25:00
532649,2006-01-18,скорый,04:33:00,01:59:00
124070,2015-02-12,скорый,17:22:00,17:59:00
989599,2001-09-03,товарный,11:41:00,15:36:00
010718,2003-05-05,скорый,11:38:00,03:43:00
870149,2019-05-02,пассажирский,02:58:00,09:34:00
894253,2006-03-30,пассажирский,13:46:00,14:14:00
941452,2010-07-25,пассажирский,15:59:00,21:02:00
130113,2003-04-18,товарный,12:49:00,17:25:00
427471,2007-09-18,скорый,21:58:00,23:42:00
354079,2003-06-06,пассажирский,19:12:00,13:27:00
076566,2024-10-07,товарный,11:46:00,05:14:00
998146,2013-09-17,пассажирский,09:41:00,15:06:00
530439,2024-08-25,пассажирский,11:43:00,03:07:00
792846,2018-03-29,товарный,20:00:00,00:32:00
955431,2021-04-30,товарный,13:32:00,20:18:00
410329,2019-01-15,скорый,10:00:00,02:05:00
979300,2022-08-11,скорый,20:15:00,10:51:00
729217,2009-01-04,товарный,15:26:00,12:06:00
013528,2019-06-22,товарный,11:26:00,19:13:00
819379,2018-12-13,товарный,17:12:00,04:38:00
581727,2004-10-23,товарный,11:23:00,18:20:00
933967,2017-11-12,пассажирский,12:41:00,06:32:00
577466,2003-12-04,товарный,03:42:00,11:24:00
675516,2010-05-20,пассажирский,13:08:00,14:40:00
274161,2003-04-26,товарный,10:51:00,22:17:00
747008,2003-05-20,товарный,04:05:00,04:29:00
330225,2010-05-25,пассажирский,16:06:00,05:25:00
478973,2008-12-01,пассажирский,21:21:00,05:02:00
084311,2018-09-20,пассажирский,00:45:00,15:58:00
496548,2012-03-25,пассажирский,20:40:00,09:14:00
423291,2022-04-11,скорый,09:23:00,19:43:00
390298,2012-05-17,пассажирский,13:19:00,05:49:00
673325,2021-06-27,пассажирский,22:00:00,13:13:00
966438,2012-11-10,товарный,07:25:00,01:24:00
132047,2012-05-13,товарный,06:07:00,23:14:00
947240,2005-12-29,пассажирский,08:25:00,21:12:00
728527,2019-08-05,пассажирский,17:09:00,21:01:00
723048,2000-11-29,скорый,09:12:00,18:54:00
367446,2005-02-28,товарный,07:20:00,01:36:00
755644,2017-10-02,скорый,15:27:00,01:45:00
719706,2019-01-23,пассажирский,22:26:00,21:01:00
222716,2006-07-01,скорый,14:24:00,00:28:00
162160,2011-09-15,товарный,12:50:00,15:36:00
844524,2021-11-04,пассажирский,15:15:00,21:46:00
697888,2005-05-28,товарный,03:03:00,22:18:00
045417,2014-09-03,товарный,14:04:00,23:36:00
834223,2010-11-03,пассажирский,05:00:00,06:13:00
009061,2024-09-28,скорый,16:32:00,01:38:00
325417,2014-09-04,товарный,20:04:00,06:28:00
565147,2012-02-05,скорый,17:36:00,08:22:00
694388,2019-08-23,скорый,17:11:00,21:09:00
515694,2022-04-26,пассажирский,20:48:00,04:33:00
805469,2003-08-16,пассажирский,17:22:00,19:57:00
279154,2016-12-17,скорый,11:23:00,20:17:00
705480,2022-03-15,скорый,12:55:00,04:03:00
098208,2023-12-09,скорый,11:36:00,08:23:00
017116,2023-04-12,пассажирский,20:47:00,07:56:00
708912,2001-10-02,скорый,01:09:00,01:00:00
654601,2017-08-03,пассажирский,12:45:00,06:53:00
151939,2014-06-10,пассажирский,22:28:00,03:14:00
288216,2022-08-24,пассажирский,05:44:00,02:55:00
535194,2003-05-17,пассажирский,19:13:00,13:59:00
842690,2001-01-04,пассажирский,13:55:00,13:02:00
489098,2020-12-01,скорый,12:46:00,01:14:00
549236,2010-11-26,скорый,00:54:00,14:56:00
046599,2000-12-05,пассажирский,18:56:00,16:02:00
916109,2005-12-30,пассажирский,09:38:00,17:25:00
817353,2023-07-13,скорый,03:07:00,22:11:00
617153,2021-05-10,скорый,09:24:00,13:28:00
380215,2002-11-07,скорый,12:02:00,18:36:00
186663,2018-03-01,скорый,22:11:00,15:31:00
969511,2001-04-19,товарный,06:16:00,17:42:00
764891,2001-10-14,скорый,16:20:00,11:53:00
888329,2019-04-17,пассажирский,13:52:00,13:10:00
188242,2001-06-28,скорый,03:16:00,07:31:00
428584,2012-12-03,пассажирский,14:50:00,14:11:00
559914,2015-02-12,пассажирский,16:26:00,08:48:00
529566,2024-02-09,скорый,01:55:00,18:30:00
658157,2000-03-02,скорый,15:32:00,22:33:00
189046,2012-02-17,товарный,06:10:00,23:28:00
908588,2019-04-13,скорый,00:08:00,15:00:00
874577,2009-09-01,скорый,20:31:00,18:35:00
285956,2018-04-01,товарный,18:01:00,22:53:00
261430,2024-06-17,скорый,02:58:00,06:59:00
815977,2004-11-25,пассажирский,07:56:00,17:13:00
498862,2001-07-11,товарный,18:26:00,08:30:00
596422,2002-01-26,товарный,01:11:00,07:17:00
902444,2001-06-23,пассажирский,20:33:00,21:52:00
305388,2002-06-27,товарный,11:01:00,01:13:00
150409,2016-03-06,пассажирский,22:24:00,05:06:00
535416,2019-01-15,товарный,09:20:00,02:27:00
890837,2011-07-19,пассажирский,17:50:00,03:20:00
850671,2018-08-10,пассажирский,14:37:00,09:19:00
957737,2021-01-21,скорый,08:10:00,01:00:00
862109,2020-04-16,пассажирский,20:45:00,20:18:00
036641,2016-05-16,пассажирский,16:37:00,11:39:00
856665,2008-07-09,товарный,16:14:00,11:14:00
813506,2019-06-03,скорый,16:37:00,11:09:00
624860,2017-05-08,товарный,05:10:00,16:25:00
106523,2000-02-27,скорый,16:05:00,14:39:00
830972,2001-05-17,скорый,03:35:00,02:06:00
947775,2023-03-23,пассажирский,07:11:00,13:10:00
254907,2004-10-10,пассажирский,02:47:00,01:19:00
007273,2015-06-28,товарный,00:55:00,22:43:00
271404,2003-07-10,скорый,03:32:00,20:53:00
960017,2017-08-30,пассажирский,16:39:00,20:01:00
868311,2019-03-30,пассажирский,04:58:00,22:36:00
108993,2023-04-02,товарный,15:44:00,06:12:00
896038,2006-09-05,товарный,07:11:00,12:13:00
056116,2023-05-17,пассажирский,04:19:00,00:44:00
380089,2016-12-29,скорый,18:01:00,23:20:00
